name,location,investment_focus,investor_type,stage_focus,portfolio_examples,source_link
Magda Lukaszewicz,United Kingdom England London,"Health Care, Data Integration, Talent Management","Venture Capital, Private Equity Firm","Series B, Early Stage Venture, Series A","Fika, ReOrbit, Lassie, 32Co, Uncommon",https://investorhunt.co/investors/magda-lukaszewicz
Oivind Lorentzen,United States New York New York City,"Health Care, Wearables, Hospitals","Venture Capital, Private Equity Firm, Micro VC, Investor",Series B,"Kasisto, Panorays, Limeade, Ocrolus, US HealthVest",https://investorhunt.co/investors/oivind-lorentzen
Wes Selke,United States California Oakland,"Health Care, Genetics, E-commerce","Venture Capital, Entrepreneurship Program, Private Equity Firm, Micro VC, Investor",Seed,"LeadGenius, UClass, Eko, NBD Nanotechnologies, SharePractice",https://investorhunt.co/investors/wes-selke
Steve Hissong,United States Washington Seattle,"Health Care, Data Integration, Wellness","Venture Capital, Angel/Individual, Investor",Seed,"Redfin, Radar Networks, Gist, Applied Proteomics, Zoominfo",https://investorhunt.co/investors/steve-hissong
Paul Holland,United States California Portola Valley,"Advertising, Health Care, Emerging Technology","Venture Capital, Founder, Private Equity Firm, Investment Partner",Early Stage Venture,"Overnight, PixieBrix, Self Employed",https://investorhunt.co/investors/paul-holland
John Jarve,United States California Menlo Park,"Advertising, Health Care, E-commerce","Venture Capital, Founder, Private Equity Firm, CEO, Finance Operator, Investor","Seed, Pre-Seed","Scribe Therapeutics, MobiTV, ParAccel, RealtyShares, Parascale",https://investorhunt.co/investors/john-jarve
Jake Flomenberg,United States California Menlo Park,"Health Care, Data Integration, Remote Work Tech","Venture Capital, Product Operator, Founder, Private Equity Firm","Series B, Early Stage Venture, Series A","Zoomdata, Cloudera, Origami Logic, Sumo Logic, Trifacta",https://investorhunt.co/investors/jake-flomenberg
Barry Givens,United States Georgia Atlanta,"Health Care, Wellness, Enterprise Software","Venture Capital, Private Equity Firm, Micro VC, Investor","Seed, Pre-Seed, Early Stage Venture","Music Tech Works, Legal Equalizer, Acclinate, COMMUNITYx, Inc., MINWO",https://investorhunt.co/investors/barry-givens
Michael Stark,United States California San Francisco,"Advertising, Health Care, Data Integration","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Early Stage Venture, Series A","Inpho, Swift Navigation, Airvine, Espresa, Northwestern University",https://investorhunt.co/investors/michael-stark
Mike Tattersall,United Kingdom England London,"Advertising, Health Care, Emerging Technology","Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"maude, Huboo, Zwift, Soulfresh, FunnelAI",https://investorhunt.co/investors/mike-tattersall
Anthony Lee,United States California San Francisco,"Advertising, Health Care, Telecommunications","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator","Series B, Early Stage Venture, Series A","Bench, BrightEdge Technologies, GuardianEdge Technologies, Roblox, Allocadia",https://investorhunt.co/investors/anthony-lee
Stacey Bishop,United States California San Francisco,"Health Care, Data Integration, E-commerce","Venture Capital, Entrepreneurship Program, Growth Operator, Private Equity Firm, Investment Partner, Investor","Series B, Series A","Lever, Bizible, CircleCI, Treasure Data, Pantheon",https://investorhunt.co/investors/stacey-bishop
Ned Williams,United States Massachusetts Wakefield,"Advertising, Health Care, Cybersecurity","Venture Capital, Investment Bank, Private Equity Firm",,"REVEAL, OnBoard Security, Coronis Health, itrac, LearnWell",https://investorhunt.co/investors/ned-williams
Zach Shelby,Finland Uusimaa Helsinki,"Health Care, Wearables, iOS Development",Angel/Individual,Seed,"Augumenta, HTGP, StableBuild, Amini, Operant",https://investorhunt.co/investors/zach-shelby
Peter Specht,United Kingdom England London,"Health Care, Talent Management, Mobility","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor","Early Stage Venture, Series A","Timberhub, Abacum",https://investorhunt.co/investors/peter-specht
Q Motiwala,United States California San Mateo,"Advertising, Health Care, Telecommunications","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture, Series A","SafeGraph, PayJoy, Hubble, Bridgecrew, ICEYE",https://investorhunt.co/investors/q-motiwala
Jared Wien,United States New York New York City,"Health Care, Telecommunications, Hospitals","Venture Capital, Private Equity Firm",,"Profind, Cybiko, Sun Capital Partners",https://investorhunt.co/investors/jared-wien
Steven Vine,United States New York New York City,"Advertising, Health Care, Data Integration","Angel/Individual, Marketing Operator",Seed,uSTADIUM,https://investorhunt.co/investors/steven-vine
Chris Gordon,United States Massachusetts Boston,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Investment Partner, Investor",Seed,"Nutanix, Newlinks Technology, Brillio, Cerevel Therapeutics, QuVa Pharma",https://investorhunt.co/investors/chris-g
Shub Debgupta,United States District of Columbia Washington,"Health Care, Wearables, Hospitals",Angel/Individual,"Seed, Early Stage Venture",WiserTogether,https://investorhunt.co/investors/shub-debgupta
Daniel Cole,United Kingdom England London,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Angel/Individual, CEO",Early Stage Venture,"Pentalog, SmartLinx Solutions, Revenue Well Systems, Whitlock Group ebusiness solutions, SmartSearch",https://investorhunt.co/investors/daniel-cole
Tom Sheridan,United States New York New York City,"Health Care, E-commerce, Cybersecurity","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investor","Seed, Series B, Early Stage Venture, Series A","Albedo, Instill AI",https://investorhunt.co/investors/tom-sheridan
Matt Hankins,United States California San Francisco,"Health Care, Wellness, Equities","Venture Capital, Private Equity Firm, Angel/Individual, Venture Debt",,"3Pillar, CompTIA, CHA Consulting, Inc., Capstone Logistics, LLC, Lipari Foods",https://investorhunt.co/investors/matt-hankins
Daniel Schwartz,Canada British Columbia Vancouver,"Patient Care, Health Care, Hospitals",Angel/Individual,Seed,"SeamlessMD, Beachside Health",https://investorhunt.co/investors/daniel-schwartz
James Wise,United Kingdom England London,"Health Care, Talent Management, Email","Venture Capital, Private Equity Firm, Investment Partner, Investor","Crowdfunding, Series B, Early Stage Venture","Cleo, Hubilo, Pusher, Zego, Carwow",https://investorhunt.co/investors/james-wise
Jennifer Carolan,United States California Palo Alto,"Health Care, Talent Management, Online Education","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Seed, Early Stage Venture, Series A","Moxxly, Pluto Media, Enable.us, FreshGrade, Referenceable",https://investorhunt.co/investors/jennifer-carolan
Jan Garfinkle,United States Michigan Detroit,"Patient Care, Health Care, Hospitals","Venture Capital, Private Equity Firm, Investor","Series B, Series A","Uptake Medical, NxThera, BAROnova, CardioMEMS, Flosonics",https://investorhunt.co/investors/jan-garfinkle
Jon Eide,United States North Carolina Charlotte,"Health Care, Hospitals, Alternative Medicine","Venture Capital, Private Equity Firm",,"Cityblock Health, Scipher Medicine, Strive Health, DispatchHealth, Octave Bioscience",https://investorhunt.co/investors/jon-eide
Erik Moore,United States California San Francisco,"Health Care, Telecommunications, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner","Seed, Pre-Seed, Early Stage Venture","Shelf, Pigeonly, Swapbox, Share Practice, TapToLearn",https://investorhunt.co/investors/erik-moore
Francis Cuevas,United States California Los Angeles,"Health Care, E-commerce, Enterprise Software",Angel/Individual,"Seed, Late Stage Venture","GCommerce, Acuity Ventures, [x]cube LABS",https://investorhunt.co/investors/francis-cuevas
Ian Chiang,United States Massachusetts Boston,"Health Care, Medication Adherence, Healthcare Delivery","Venture Capital, Advisor, Founder, Private Equity Firm, Investor",Series A,"Eden Health, LuminDx, Welltok, EarlyBird, Rock Health",https://investorhunt.co/investors/ian-chiang
Petteri Koponen,Finland Uusimaa Helsinki,"Advertising, Health Care, Sports","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed","Uplause, Risk Ledger, Mojiworks, Swarmia, callstats.io",https://investorhunt.co/investors/petteri-koponen
Ramakant Sharma,India Karnataka Bengaluru,"Health Care, E-commerce, Wellness","Angel/Individual, Investment Partner",Seed,"SuperK, Limechat, Bimaplan, Questt, Obviously AI",https://investorhunt.co/investors/ramakant-sharma
David Skok,United States Boston,"Health Care, Business Operations, Accounting","Venture Capital, Private Equity Firm","Early Stage Venture, Series A","CloudBees, CloudSwitch, Digium, GrabCAD, HubSpot",https://investorhunt.co/investors/david-skok
Justin Desrosiers,United States North Carolina Durham,"Health Care, Solar Energy, Payments","Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,"Solstice, Cecelia Health, Yellowdig, Reconnect, Nepris",https://investorhunt.co/investors/justin-desrosiers
Eddy Ng,Singapore Central Singapore Community Development Council Singapore,"Advertising, Health Care, High-growth Startups","Venture Capital, Investment Bank, Private Equity Firm, Venture Debt",Series B,"Mudango, CreatSens, Wenu Work, Jiguang",https://investorhunt.co/investors/eddy-ng
Michael Anderson,United States California San Francisco,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Angel/Individual, Investor","Seed, Pre-Seed, Early Stage Venture","Matchcom, Limelight Networks, HomeUnion Services, Terabeam, Delve Networks",https://investorhunt.co/investors/michael-anderson
Joshua Speros,United States Massachusetts Boston,"Health Care, Research and Development, E-commerce","Venture Capital, Investor",Seed,"ACT-ion, Group14 Technologies, InsideTracker",https://investorhunt.co/investors/joshua-speros
Bill Nixon,United Kingdom England London,"Advertising, Health Care, Wearables","Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"Adimo, Intelligence Fusion, Leaf Grow, e.fundamentals, RevLifter",https://investorhunt.co/investors/bill-nixon
John Huang,United States California San Francisco,"Advertising, Health Care, Social Media Strategies","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner","Seed, Early Stage Venture","Elliot, ID5",https://investorhunt.co/investors/john-huang
Amanda Wooding,United Kingdom England Cambridge,"Health Care, Commercial, Telecommunications",Angel/Individual,,"Nyobolt, Cambridge GaN Devices, Sano Genetics, Nu Quantum, Sorex Sensors",https://investorhunt.co/investors/amanda-wooding
John Hall,United States Florida Naples,"Advertising, Health Care, Strategic Consulting Tech","Venture Capital, Private Equity Firm, Micro VC, Investor",Early Stage Venture,"WhiteHat Security, Windward, Calhoun Vision, Right90, Spktral",https://investorhunt.co/investors/john-hall
Matt LoSardo,United States Florida Miami,"Health Care, Data Integration, Email","Venture Capital, Investment Bank, Private Equity Firm",,"SolarWinds, Zipari, Venafi, K2, Syntellis Performance Solutions",https://investorhunt.co/investors/matt-losardo
Tyler Mincey,United States California San Francisco,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Micro VC, Investor",Seed,"Pair Eyewear, Koya Medical, humm, Omni, Sense",https://investorhunt.co/investors/tyler-mincey
LJ Haboush,United States Illinois Chicago,"Health Care, E-commerce, Customer Service","Venture Capital, Angel/Individual, Investment Partner, Investor",Seed,"Catalyst Software, RippleMatch, Merrill Lynch, Edward Jones",https://investorhunt.co/investors/lj-haboush
Caitlin Strandberg,United States New York New York City,"Health Care, E-commerce, Women Founded","Venture Capital, Micro VC, Investor",Seed,"Ensemble, Flybridge Capital Partners, Bookkeep, Onward, Cake",https://investorhunt.co/investors/caitlin-strandberg
Graham Brooks,United States Massachusetts Boston,"Health Care, Data Integration, High-growth Startups","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner, Investor","Seed, Early Stage Venture, Series A","Compass, Bedrock Data, AbleTo, Adtuitive, Attend",https://investorhunt.co/investors/graham-brooks
Thomas Laffont,United States California Beverly Hills,"Health Care, Emerging Technology, Telecommunications","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Early Stage Venture, Late Stage Venture","Cue, OneTrust, Jasper, Cybersyn, Calendly",https://investorhunt.co/investors/thomas-laffont
Tal Mozes,United Kingdom England London,"Health Care, Cybersecurity, Computer Vision","Venture Capital, Private Equity Firm, Angel/Individual, Investor",Series B,"Hacktics, Cymmetria, Coverity  A Synopsys Company, Shine Security, Cyber Club London",https://investorhunt.co/investors/tal-mozes
Will Weisman,United States California Los Angeles,"Health Care, Mobility, Cybersecurity","Venture Capital, Founder, Private Equity Firm, Angel/Individual, CEO",Seed,"ZOZI, Ripcord, Zappos, Tango Card, OpenTable",https://investorhunt.co/investors/will-weisman
Barney Pell,United States California San Francisco,"Advertising, Health Care, Digital Services","Venture Capital, Angel/Individual, CEO, Investor","Seed, Series A","Hack Capital Ventures, Rover, Ada, Careteam Technologies, Optina Diagnostics",https://investorhunt.co/investors/barney-pell
Yosuke Ouchi,Japan Tokyo Tokyo,"Advertising, Health Care, Commercial","Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"Otrium, Zomentum, Pony.ai, REDPINE, Hibob",https://investorhunt.co/investors/yosuke-ouchi
Sundeep Peechu,United States California San Francisco,"Health Care, E-commerce, Events Services","Venture Capital, Private Equity Firm, Finance Operator, Investor",Series A,"Twice, Matterport, Karma, Pipewise, Gigster",https://investorhunt.co/investors/sundeep-peechu
Mike Krupka,United States Massachusetts Boston,"Health Care, Data Integration, Talent Management","Venture Capital, Corporate Venture Capital, Private Equity Firm, Investment Partner",,"HYCU, FourKites, Hi Marley, BlockFi, Corvus Insurance",https://investorhunt.co/investors/mike-krupka
Ian Lane,United Kingdom England Cambridge,"Health Care, Wearables, Hospitals","Venture Capital, Accelerator, Private Equity Firm, Finance Operator, Investor","Seed, Series A","Innoveer Solutions, Wave, Attentive, Fivestars, Fundbox",https://investorhunt.co/investors/ian-lane
Andre Haes,United Kingdom England Greater London,"Health Care, Talent Management, Payments","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Micro VC, Investment Partner, Investor","Seed, Crowdfunding, Early Stage Venture","Oh My Green, Legl, Bidvine, Kalo, Technology Will Save Us",https://investorhunt.co/investors/andre-de-haes
Elizabeth Galbut,United States New York New York City,"Health Care, E-commerce, Wellness","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Investment Partner","Seed, Pre-Seed, Early Stage Venture, Series A","ADAY, Trustify, Unbound, Swayable, Function of Beauty",https://investorhunt.co/investors/elizabeth-galbut
Sébastien Crozier,France Île-de-France Paris,"Health Care, Telecommunications, Enterprise Software","Venture Capital, Investment Bank, Angel/Individual","Initial Coin Offering, Non Equity Assistance",Internet Telecom,https://investorhunt.co/investors/sbastien-crozier
James Rabinowitz,United States Illinois Chicago,"Health Care, Autonomous Vehicles, Cybersecurity","Venture Capital, Founder, Private Equity Firm, Marketing Operator, Finance Operator, Investor","Seed, Early Stage Venture","Pursway, Siklu, Spectral, Hot Glass Ventures, The Minte",https://investorhunt.co/investors/james-rabinowitz
Rajeev Dham,United States California San Francisco,"Health Care, Talent Management, Wearables","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Fund Of Funds, Investor","Series B, Early Stage Venture, Late Stage Venture","PlayVS, SafeGraph, CircleCI, BetterUp, Overtime",https://investorhunt.co/investors/rajeev-dham
Ted Hill,United States California Los Angeles,"Clean Tech, Health Care, South East Asia-based Startups","Venture Capital, Private Equity Firm, Investor","Series B, Early Stage Venture","Turing.com, Firstbase, Khatabook, Plastiq, INTURN",https://investorhunt.co/investors/ted-hill
Dean Didato,United States Tennessee Memphis,"Health Care, Autonomous Vehicles, High-growth Startups","Venture Capital, Government Office, Private Equity Firm, Micro VC",Early Stage Venture,"Glanris Water Systems, Stony Creek Colors, Global Neighbor, ReEnvision Ag, Grain Weevil Corporation",https://investorhunt.co/investors/dean-didato
Houman Haghighi,United States California San Diego,"Advertising, Health Care, Drug Discovery","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",Early Stage Venture,"Carbon Robotics, CleverPet, CtrlWorks, InovaDrone, Rational Robotics",https://investorhunt.co/investors/houman-haghighi
Don Hebb,United States Maryland Baltimore,"Health Care, Data Integration, Remote Work Tech","Venture Capital, Private Equity Firm, Marketing Operator",,"deepwatch, Audacious Inquiry, SquadLocker, Sevan Multi-Site Solutions, ExecOnline",https://investorhunt.co/investors/don-hebb
Vas Natarajan,United States California San Francisco,"Advertising, Health Care, E-commerce","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor","Series B, Early Stage Venture","Bevy, Split Software, Sorare, Nuvemshop, Socure",https://investorhunt.co/investors/vas-natarajan
Jennifer Goldstein,United States California San Francisco,"Health Care, Wellness, Fundraising","Venture Capital, Investment Bank, Private Equity Firm, Venture Debt",Series A,"Alexandria Real Estate Equities, Inc., Pfizer",https://investorhunt.co/investors/jennifer-friel-goldstein
Daniel Fernandez,United States Massachusetts Boston,"Health Care, Talent Management, Wearables","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",Seed,God-i,https://investorhunt.co/investors/daniel-fernandez
Peter Boboff,United States California San Francisco,"Health Care, Mobile Technology, E-commerce","Venture Capital, Private Equity Firm",Early Stage Venture,"Raydiant, Lively, RealtyBits, Compound, Haiku",https://investorhunt.co/investors/peter-boboff
Peter Pham,United States California Santa Monica,"Health Care, Remote Work Tech, Android","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Marketing Operator, Micro VC, Investor",Seed,"Wealthfront, Mate Fertility, MeUndies, The Mednet, BlackJet",https://investorhunt.co/investors/peter-pham
Chris Emmott,United Kingdom England Greater London,"Health Care, Commercial, Wellness",Private Equity Firm,,"Mercury Security Management, Burgess & Leigh Ltd (Burleigh), Denby Holdings Limited, Hilco Capital, Tilley Endurables",https://investorhunt.co/investors/chris-emmott
Atif Gilani,United States Pennsylvania Philadelphia,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm",,"Thought Logic Consulting, Inflow Communications, Lockstep Technology Group, Linkage, Resultant",https://investorhunt.co/investors/atif-gilani
Ashish Kakran,United States California San Francisco,"Advertising, Health Care, Emerging Technology","Venture Capital, Private Equity Firm","Early Stage Venture, Series A","Clari, Harness, Neo Financial, LoanSnap, Ladder",https://investorhunt.co/investors/ashish-kakran
Sooboon Koh,Singapore Central Singapore Community Development Council Singapore,"Health Care, Remote Work Tech, Genetics","Venture Capital, Private Equity Firm, Venture Debt","Early Stage Venture, Late Stage Venture","SWAT Mobility, SourceSage, hoolah, Matterport, Autonomous Control Systems Laboratory",https://investorhunt.co/investors/sooboon-koh
Abhishek Rungta,India West Bengal Kolkata,"Health Care, Wearables, E-commerce","Angel/Individual, Investment Partner",Seed,"Bookee, Bimaplan, Betaout, iimjobs.com, Eduora",https://investorhunt.co/investors/abhishek-rungta
Ajay Piramal,India Maharashtra Mumbai,"Health Care, Drug Discovery, Wellness",Angel/Individual,Seed,Utoo Cabs,https://investorhunt.co/investors/ajay-piramal
Jonathan Miller,United States California San Francisco,"Health Care, Wearables, Hospitals","Venture Capital, Private Equity Firm",,"Ambient Fytns Technology, CycleCast, Fitstreem, Fytns, iFitClubs",https://investorhunt.co/investors/jonathan-miller
Fiona Biles,United States New York New York City,"Health Care, E-commerce, Nuclear Energy","Venture Capital, Private Equity Firm, Finance Operator, Investor",Series B,"Hexium Inc, Handshake Corp.",https://investorhunt.co/investors/fiona-biles
Sunny Reddy,United States New York New York City,"Health Care, Wellness, Women Founded","Venture Capital, Private Equity Firm, Investor",Seed,"Verona Pharma, Ajax Health, Poseida Therapeutics, Topaz Pharmaceuticals Inc, T2 Biosystems",https://investorhunt.co/investors/sunny-reddy
Jason Fiedler,United States New York New York City,"Health Care, E-commerce, Sports","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",Seed,"Spaw, The Farmer's Dog, Parachute Health, Candid, Imperfect Foods",https://investorhunt.co/investors/jason-fiedler
Justin Kulla,United States New York New York City,"Health Care, Wellness, Women Founded","Venture Capital, Private Equity Firm, Angel/Individual",,"Edgenuity, Generation Ready, Imagine Learning, Relationship Science, Truenorthlogic",https://investorhunt.co/investors/justin-kulla
Lina Chong,Germany Berlin,"Health Care, Mobility, Solar Energy","Venture Capital, Private Equity Firm, Investor","Seed, Series B, Early Stage Venture, Series A","VersionEye, Conatix, Edukoya, Kippa, GoEuro",https://investorhunt.co/investors/lina-chong
Jennifer Naylor,United States Illinois Chicago,"Health Care, Wearables, Genetics","Venture Capital, Accelerator, Private Equity Firm",,"Leaf Agriculture, Everly Health Solutions, Cooks Venture, Sound Agriculture, Culture Biosciences",https://investorhunt.co/investors/jennifer-naylor
Seth Winterer,United States California Los Angeles,"Advertising, Health Care, Franchise","Angel/Individual, Marketing Operator",Seed,"Getable, ReachLocal",https://investorhunt.co/investors/seth-winterer
Sultan Saidov,United Kingdom England London,"Health Care, Talent Management, Enterprise Software","Angel/Individual, Investor","Seed, Pre-Seed","Wove, PeopleGoal, Harrison Careers",https://investorhunt.co/investors/sultan-saidov
Barbry McGann,United States California Danville,"Health Care, Talent Management, Wellness","Venture Capital, Investor","Seed, Series A",C3,https://investorhunt.co/investors/barbry-mcgann
Christina Melas-Kyriazi,United States California San Francisco,"Health Care, Talent Management, E-commerce","Venture Capital, Incubator, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Series B, Early Stage Venture, Series A","Crosby, MagicSchool AI, Aleph, AutoComplete, MK Investments",https://investorhunt.co/investors/christina-melas-kyriazi
Scott Dietzen,United States California Mountain View,"Health Care, Data Integration, Telecommunications",Angel/Individual,Seed,"Observe, Versly, Augment Code, HYPHY, Pure Storage",https://investorhunt.co/investors/scott-dietzen
Paul Stamas,United States New York New York City,"Health Care, Talent Management, Cybersecurity","Venture Capital, Private Equity Firm, Investor",Series B,Insurity,https://investorhunt.co/investors/paul-stamas
Julie Hanna,United States California San Francisco,"Health Care, E-commerce, Healthcare Delivery","Venture Capital, Private Equity Firm, Angel/Individual, Investor","Seed, Early Stage Venture","Lending Club, Lyft, Bonobos, MightyText, Flowgram",https://investorhunt.co/investors/julie-hanna
Luke Edis,United Kingdom England London,"Advertising, Patient Care, Health Care","Venture Capital, Private Equity Firm, Investor","Series B, Series A","Arrive, EDITED, Whistle, Thread, Fnatic",https://investorhunt.co/investors/luke-edis
Jonathan Roosevelt,United States California San Francisco,"Health Care, Telecommunications, Customer Service","Venture Capital, Private Equity Firm, Investment Partner, Investor","Early Stage Venture, Series A","Turvo, Carta, CircleCI, Pantheon, Blocknative",https://investorhunt.co/investors/jonathan-roosevelt
Jack Jared,United States California Los Angeles,"Health Care, E-commerce, Banking","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor","Seed, Pre-Seed","Supr Daily, Zesty, Lawn Love, Triplebyte, Bloomberg Second Measure",https://investorhunt.co/investors/jack-jared
Ed Phillips,United Kingdom England London,"Health Care, Autonomous Vehicles, High-growth Startups","Venture Capital, University Program, Private Equity Firm, Investor","Seed, Pre-Seed, Early Stage Venture","Navenio, Captura, Vaccitech, PragmatIC Semiconductor, Queen of Raw",https://investorhunt.co/investors/ed-phillips
Marco Piana,Italy Lombardy Milan,"Health Care, Solar Energy, E-commerce","Venture Capital, Private Equity Firm, Investment Partner",,"Soundreef, Gruppo Industriale Maccaferri, PrivateGriffe, DentalPro, 3i Group plc",https://investorhunt.co/investors/marco-piana
Parikshit Sharma,United States California San Francisco,"Health Care, Wellness, Consumer Goods","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Investor","Seed, Pre-Seed, Early Stage Venture","NitroFix, Vivid Vision, Sundial Foods, BiomeSense",https://investorhunt.co/investors/parikshit-sharma
Ryan Mendoza,United States California San Francisco,"Health Care, DeepTech, Wellness","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator",Early Stage Venture,"Miles, PCI Ventures, Cogwear",https://investorhunt.co/investors/ryan-mendoza
Art Pappas,United States North Carolina Durham,"Patient Care, Health Care, Regenerative Medicine","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",Seed,"Blank Label, CoLucid Pharmaceuticals, Inc, Chimerix, Inc., Quintiles Transnational, Inc., Embrex, Inc.",https://investorhunt.co/investors/art-pappas
Jeff Shackelford,United States Kansas Overland Park,"Health Care, Wearables, Hospitals","Venture Capital, Entrepreneurship Program, Angel Group, Private Equity Firm, Venture Debt",,"Stackify, Flow Forward Medical, Artio Medical, Hilary's Eat Well, Kenzen",https://investorhunt.co/investors/jeff-shackelford
Sunil Jain,United Kingdom England London,"Health Care, Talent Management, Databases","Venture Capital, Private Equity Firm, Investment Partner",,"Fairstone, Mediatonic Games, Vistair, Merit Software Ltd, Kinapse",https://investorhunt.co/investors/sunil-jain
Andrew Ferrer,United States New York New York City,"Health Care, Talent Management, E-commerce","Venture Capital, Private Equity Firm, Investor",Series B,"Opendoor, Grove Collaborative, Bolt, Unacademy, Duolingo",https://investorhunt.co/investors/andrew-ferrer
Sai Shankar,United States California Irvine,"Health Care, Digital Therapeutics, Wearables",Angel/Individual,Seed,"Elly, Allergan",https://investorhunt.co/investors/sai-shankar
Peer Berger,Israel Central District Hod HaSharon,"Health Care, Network Infrastructure, Research and Development","Venture Capital, Corporate Venture Capital, Investor",Seed,"Nuvemshop, Particle, Matterport, Ninjacart, Zinier",https://investorhunt.co/investors/peer-berger
Jussi Pyoerre,Finland Uusimaa Helsinki,"Advertising, Industrial Energy Efficiency, Health Care","Venture Capital, Private Equity Firm, Micro VC",,"Port 6, ReceiptHero, ZITICITY, Attractive.ai, Speakly",https://investorhunt.co/investors/jussi-pyorre
Maurizio Mussi,United Kingdom England London,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Investment Partner, Investor","Series B, Series A",La Perla,https://investorhunt.co/investors/maurizio-mussi
Peter Grua,United States Massachusetts Boston,"Health Care, Hospitals, Wellness","Venture Capital, Entrepreneurship Program, Private Equity Firm",,"Carevive Systems, CityLife Health, Covetrus, Array Behavioral Care, Oceans Healthcare",https://investorhunt.co/investors/peter-grua
Rachel Weiss,United States New York New York City,"Health Care, Research and Development, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual, Investor",Seed,"LOreal USA, Rembrand, L'Oreal BOLD Ventures",https://investorhunt.co/investors/rachel-weiss
Lia Cromwell,Israel Tel Aviv District,"Advertising, Health Care, Remote Work Tech","Venture Capital, Accelerator, Private Equity Firm, Micro VC","Seed, Early Stage Venture","Buildup, HoneyBook, Mobilize, Peer5, BeeHero",https://investorhunt.co/investors/lia-cromwell
Michael Morell,United States California San Francisco,"Advertising, Health Care, Talent Management","Venture Capital, Private Equity Firm, Angel/Individual","Seed, Early Stage Venture, Late Stage Venture","Latent Space, The Ohio State University, Bridgewater Associates, Whitetruffle, Koa Networks",https://investorhunt.co/investors/michael-a-morell
Daley Ervin,United States Georgia Atlanta,"Advertising, Health Care, Commercial","Venture Capital, Strategy Operator, Growth Operator, Micro VC",Seed,"KNOW Foods, Verusen, Hubflo, AminoChain, Doorstep AI",https://investorhunt.co/investors/daley-ervin
Andreas Stavropoulos,United States California Atherton,"Health Care, Computer Vision, Wellness","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",Series A,"Tango, Triparound, Forward Networks, Inc., Meetup, Superfish",https://investorhunt.co/investors/andreas-stavropoulos
Deep Nishar,United States California Mountain View,"Clean Tech, Health Care, High-growth Startups","Venture Capital, Private Equity Firm, Angel/Individual, Investor",Seed,"ElevateBio, Adku, Coalition, Post Intelligence, Vianai",https://investorhunt.co/investors/deep-nishar
Ziv Reichert,United Kingdom England London,"Health Care, Mobility, E-commerce","Venture Capital, Private Equity Firm, Investment Partner, Investor","Seed, Early Stage Venture, Series A","FoondaMate, 100ms",https://investorhunt.co/investors/ziv-reichert
Bob Williams,United States California Menlo Park,"Health Care, E-commerce, Cybersecurity","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Series B, Series A","Snooth Media, NanoGram, Code Green Networks, NeoPhotonics, Perygee, Strike Ready, Anzenna, Conveyor, Binarly.",https://investorhunt.co/investors/bob-williams
