name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Sundeep Peechu,,Series A,"Health Care, E-commerce, Events Services",,United States California San Francisco,,,https://investorhunt.co/investors/sundeep-peechu,"Twice, Matterport, Karma, Pipewise, Gigster","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Mike Krupka,,,"Health Care, Data Integration, Talent Management",,United States Massachusetts Boston,,,https://investorhunt.co/investors/mike-krupka,"HYCU, FourKites, Hi Marley, BlockFi, Corvus Insurance","Venture Capital, Corporate Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Ian Lane,,"Seed, Series A","Health Care, Wearables, Hospitals",,United Kingdom England Cambridge,,,https://investorhunt.co/investors/ian-lane,"Innoveer Solutions, Wave, Attentive, Fivestars, Fundbox","Venture Capital, Accelerator, Private Equity Firm, Finance Operator, Investor",investorhunt
Andre Haes,,"Seed, Crowdfunding, Early Stage Venture","Health Care, Talent Management, Payments",,United Kingdom England Greater London,,,https://investorhunt.co/investors/andre-de-haes,"Oh My Green, Legl, Bidvine, Kalo, Technology Will Save Us","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Elizabeth Galbut,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, E-commerce, Wellness",,United States New York New York City,,,https://investorhunt.co/investors/elizabeth-galbut,"ADAY, Trustify, Unbound, Swayable, Function of Beauty","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Sébastien Crozier,,"Initial Coin Offering, Non Equity Assistance","Health Care, Telecommunications, Enterprise Software",,France Île-de-France Paris,,,https://investorhunt.co/investors/sbastien-crozier,Internet Telecom,"Venture Capital, Investment Bank, Angel/Individual",investorhunt
James Rabinowitz,,"Seed, Early Stage Venture","Health Care, Autonomous Vehicles, Cybersecurity",,United States Illinois Chicago,,,https://investorhunt.co/investors/james-rabinowitz,"Pursway, Siklu, Spectral, Hot Glass Ventures, The Minte","Venture Capital, Founder, Private Equity Firm, Marketing Operator, Finance Operator, Investor",investorhunt
Rajeev Dham,,"Series B, Early Stage Venture, Late Stage Venture","Health Care, Talent Management, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/rajeev-dham,"PlayVS, SafeGraph, CircleCI, BetterUp, Overtime","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Ted Hill,,"Series B, Early Stage Venture","Clean Tech, Health Care, South East Asia-based Startups",,United States California Los Angeles,,,https://investorhunt.co/investors/ted-hill,"Turing.com, Firstbase, Khatabook, Plastiq, INTURN","Venture Capital, Private Equity Firm, Investor",investorhunt
Dean Didato,,Early Stage Venture,"Health Care, Autonomous Vehicles, High-growth Startups",,United States Tennessee Memphis,,,https://investorhunt.co/investors/dean-didato,"Glanris Water Systems, Stony Creek Colors, Global Neighbor, ReEnvision Ag, Grain Weevil Corporation","Venture Capital, Government Office, Private Equity Firm, Micro VC",investorhunt
Houman Haghighi,,Early Stage Venture,"Advertising, Health Care, Drug Discovery",,United States California San Diego,,,https://investorhunt.co/investors/houman-haghighi,"Carbon Robotics, CleverPet, CtrlWorks, InovaDrone, Rational Robotics","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",investorhunt
Don Hebb,,,"Health Care, Data Integration, Remote Work Tech",,United States Maryland Baltimore,,,https://investorhunt.co/investors/don-hebb,"deepwatch, Audacious Inquiry, SquadLocker, Sevan Multi-Site Solutions, ExecOnline","Venture Capital, Private Equity Firm, Marketing Operator",investorhunt
Vas Natarajan,,"Series B, Early Stage Venture","Advertising, Health Care, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/vas-natarajan,"Bevy, Split Software, Sorare, Nuvemshop, Socure","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Jennifer Goldstein,,Series A,"Health Care, Wellness, Fundraising",,United States California San Francisco,,,https://investorhunt.co/investors/jennifer-friel-goldstein,"Alexandria Real Estate Equities, Inc., Pfizer","Venture Capital, Investment Bank, Private Equity Firm, Venture Debt",investorhunt
Daniel Fernandez,,Seed,"Health Care, Talent Management, Wearables",,United States Massachusetts Boston,,,https://investorhunt.co/investors/daniel-fernandez,God-i,"Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Peter Boboff,,Early Stage Venture,"Health Care, Mobile Technology, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/peter-boboff,"Raydiant, Lively, RealtyBits, Compound, Haiku","Venture Capital, Private Equity Firm",investorhunt
Peter Pham,,Seed,"Health Care, Remote Work Tech, Android",,United States California Santa Monica,,,https://investorhunt.co/investors/peter-pham,"Wealthfront, Mate Fertility, MeUndies, The Mednet, BlackJet","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Marketing Operator, Micro VC, Investor",investorhunt
Chris Emmott,,,"Health Care, Commercial, Wellness",,United Kingdom England Greater London,,,https://investorhunt.co/investors/chris-emmott,"Mercury Security Management, Burgess & Leigh Ltd (Burleigh), Denby Holdings Limited, Hilco Capital, Tilley Endurables",Private Equity Firm,investorhunt
Atif Gilani,,,"Health Care, Talent Management, Telecommunications",,United States Pennsylvania Philadelphia,,,https://investorhunt.co/investors/atif-gilani,"Thought Logic Consulting, Inflow Communications, Lockstep Technology Group, Linkage, Resultant","Venture Capital, Private Equity Firm",investorhunt
Ashish Kakran,,"Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States California San Francisco,,,https://investorhunt.co/investors/ashish-kakran,"Clari, Harness, Neo Financial, LoanSnap, Ladder","Venture Capital, Private Equity Firm",investorhunt
Sooboon Koh,,"Early Stage Venture, Late Stage Venture","Health Care, Remote Work Tech, Genetics",,Singapore Central Singapore Community Development Council Singapore,,,https://investorhunt.co/investors/sooboon-koh,"SWAT Mobility, SourceSage, hoolah, Matterport, Autonomous Control Systems Laboratory","Venture Capital, Private Equity Firm, Venture Debt",investorhunt
Abhishek Rungta,,Seed,"Health Care, Wearables, E-commerce",,India West Bengal Kolkata,,,https://investorhunt.co/investors/abhishek-rungta,"Bookee, Bimaplan, Betaout, iimjobs.com, Eduora","Angel/Individual, Investment Partner",investorhunt
Ajay Piramal,,Seed,"Health Care, Drug Discovery, Wellness",,India Maharashtra Mumbai,,,https://investorhunt.co/investors/ajay-piramal,Utoo Cabs,Angel/Individual,investorhunt
Jonathan Miller,,,"Health Care, Wearables, Hospitals",,United States California San Francisco,,,https://investorhunt.co/investors/jonathan-miller,"Ambient Fytns Technology, CycleCast, Fitstreem, Fytns, iFitClubs","Venture Capital, Private Equity Firm",investorhunt
Fiona Biles,,Series B,"Health Care, E-commerce, Nuclear Energy",,United States New York New York City,,,https://investorhunt.co/investors/fiona-biles,"Hexium Inc, Handshake Corp.","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Sunny Reddy,,Seed,"Health Care, Wellness, Women Founded",,United States New York New York City,,,https://investorhunt.co/investors/sunny-reddy,"Verona Pharma, Ajax Health, Poseida Therapeutics, Topaz Pharmaceuticals Inc, T2 Biosystems","Venture Capital, Private Equity Firm, Investor",investorhunt
Jason Fiedler,,Seed,"Health Care, E-commerce, Sports",,United States New York New York City,,,https://investorhunt.co/investors/jason-fiedler,"Spaw, The Farmer's Dog, Parachute Health, Candid, Imperfect Foods","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Justin Kulla,,,"Health Care, Wellness, Women Founded",,United States New York New York City,,,https://investorhunt.co/investors/justin-kulla,"Edgenuity, Generation Ready, Imagine Learning, Relationship Science, Truenorthlogic","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Lina Chong,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Mobility, Solar Energy",,Germany Berlin,,,https://investorhunt.co/investors/lina-chong,"VersionEye, Conatix, Edukoya, Kippa, GoEuro","Venture Capital, Private Equity Firm, Investor",investorhunt
Jennifer Naylor,,,"Health Care, Wearables, Genetics",,United States Illinois Chicago,,,https://investorhunt.co/investors/jennifer-naylor,"Leaf Agriculture, Everly Health Solutions, Cooks Venture, Sound Agriculture, Culture Biosciences","Venture Capital, Accelerator, Private Equity Firm",investorhunt
Seth Winterer,,Seed,"Advertising, Health Care, Franchise",,United States California Los Angeles,,,https://investorhunt.co/investors/seth-winterer,"Getable, ReachLocal","Angel/Individual, Marketing Operator",investorhunt
Sultan Saidov,,"Seed, Pre-Seed","Health Care, Talent Management, Enterprise Software",,United Kingdom England London,,,https://investorhunt.co/investors/sultan-saidov,"Wove, PeopleGoal, Harrison Careers","Angel/Individual, Investor",investorhunt
Barbry McGann,,"Seed, Series A","Health Care, Talent Management, Wellness",,United States California Danville,,,https://investorhunt.co/investors/barbry-mcgann,C3,"Venture Capital, Investor",investorhunt
Christina Melas-Kyriazi,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Talent Management, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/christina-melas-kyriazi,"Crosby, MagicSchool AI, Aleph, AutoComplete, MK Investments","Venture Capital, Incubator, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Scott Dietzen,,Seed,"Health Care, Data Integration, Telecommunications",,United States California Mountain View,,,https://investorhunt.co/investors/scott-dietzen,"Observe, Versly, Augment Code, HYPHY, Pure Storage",Angel/Individual,investorhunt
Paul Stamas,,Series B,"Health Care, Talent Management, Cybersecurity",,United States New York New York City,,,https://investorhunt.co/investors/paul-stamas,Insurity,"Venture Capital, Private Equity Firm, Investor",investorhunt
Julie Hanna,,"Seed, Early Stage Venture","Health Care, E-commerce, Healthcare Delivery",,United States California San Francisco,,,https://investorhunt.co/investors/julie-hanna,"Lending Club, Lyft, Bonobos, MightyText, Flowgram","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Luke Edis,,"Series B, Series A","Advertising, Patient Care, Health Care",,United Kingdom England London,,,https://investorhunt.co/investors/luke-edis,"Arrive, EDITED, Whistle, Thread, Fnatic","Venture Capital, Private Equity Firm, Investor",investorhunt
Jonathan Roosevelt,,"Early Stage Venture, Series A","Health Care, Telecommunications, Customer Service",,United States California San Francisco,,,https://investorhunt.co/investors/jonathan-roosevelt,"Turvo, Carta, CircleCI, Pantheon, Blocknative","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Jack Jared,,"Seed, Pre-Seed","Health Care, E-commerce, Banking",,United States California Los Angeles,,,https://investorhunt.co/investors/jack-jared,"Supr Daily, Zesty, Lawn Love, Triplebyte, Bloomberg Second Measure","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Ed Phillips,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Autonomous Vehicles, High-growth Startups",,United Kingdom England London,,,https://investorhunt.co/investors/ed-phillips,"Navenio, Captura, Vaccitech, PragmatIC Semiconductor, Queen of Raw","Venture Capital, University Program, Private Equity Firm, Investor",investorhunt
Marco Piana,,,"Health Care, Solar Energy, E-commerce",,Italy Lombardy Milan,,,https://investorhunt.co/investors/marco-piana,"Soundreef, Gruppo Industriale Maccaferri, PrivateGriffe, DentalPro, 3i Group plc","Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Parikshit Sharma,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Wellness, Consumer Goods",,United States California San Francisco,,,https://investorhunt.co/investors/parikshit-sharma,"NitroFix, Vivid Vision, Sundial Foods, BiomeSense","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Investor",investorhunt
Ryan Mendoza,,Early Stage Venture,"Health Care, DeepTech, Wellness",,United States California San Francisco,,,https://investorhunt.co/investors/ryan-mendoza,"Miles, PCI Ventures, Cogwear","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator",investorhunt
Art Pappas,,Seed,"Patient Care, Health Care, Regenerative Medicine",,United States North Carolina Durham,,,https://investorhunt.co/investors/art-pappas,"Blank Label, CoLucid Pharmaceuticals, Inc, Chimerix, Inc., Quintiles Transnational, Inc., Embrex, Inc.","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Jeff Shackelford,,,"Health Care, Wearables, Hospitals",,United States Kansas Overland Park,,,https://investorhunt.co/investors/jeff-shackelford,"Stackify, Flow Forward Medical, Artio Medical, Hilary's Eat Well, Kenzen","Venture Capital, Entrepreneurship Program, Angel Group, Private Equity Firm, Venture Debt",investorhunt
Sunil Jain,,,"Health Care, Talent Management, Databases",,United Kingdom England London,,,https://investorhunt.co/investors/sunil-jain,"Fairstone, Mediatonic Games, Vistair, Merit Software Ltd, Kinapse","Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Andrew Ferrer,,Series B,"Health Care, Talent Management, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/andrew-ferrer,"Opendoor, Grove Collaborative, Bolt, Unacademy, Duolingo","Venture Capital, Private Equity Firm, Investor",investorhunt
Sai Shankar,,Seed,"Health Care, Digital Therapeutics, Wearables",,United States California Irvine,,,https://investorhunt.co/investors/sai-shankar,"Elly, Allergan",Angel/Individual,investorhunt
Peer Berger,,Seed,"Health Care, Network Infrastructure, Research and Development",,Israel Central District Hod HaSharon,,,https://investorhunt.co/investors/peer-berger,"Nuvemshop, Particle, Matterport, Ninjacart, Zinier","Venture Capital, Corporate Venture Capital, Investor",investorhunt
Jussi Pyoerre,,,"Advertising, Industrial Energy Efficiency, Health Care",,Finland Uusimaa Helsinki,,,https://investorhunt.co/investors/jussi-pyorre,"Port 6, ReceiptHero, ZITICITY, Attractive.ai, Speakly","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Maurizio Mussi,,"Series B, Series A","Health Care, Talent Management, Telecommunications",,United Kingdom England London,,,https://investorhunt.co/investors/maurizio-mussi,La Perla,"Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Peter Grua,,,"Health Care, Hospitals, Wellness",,United States Massachusetts Boston,,,https://investorhunt.co/investors/peter-grua,"Carevive Systems, CityLife Health, Covetrus, Array Behavioral Care, Oceans Healthcare","Venture Capital, Entrepreneurship Program, Private Equity Firm",investorhunt
Rachel Weiss,,Seed,"Health Care, Research and Development, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/rachel-weiss,"LOreal USA, Rembrand, L'Oreal BOLD Ventures","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Lia Cromwell,,"Seed, Early Stage Venture","Advertising, Health Care, Remote Work Tech",,Israel Tel Aviv District,,,https://investorhunt.co/investors/lia-cromwell,"Buildup, HoneyBook, Mobilize, Peer5, BeeHero","Venture Capital, Accelerator, Private Equity Firm, Micro VC",investorhunt
Michael Morell,,"Seed, Early Stage Venture, Late Stage Venture","Advertising, Health Care, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/michael-a-morell,"Latent Space, The Ohio State University, Bridgewater Associates, Whitetruffle, Koa Networks","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Daley Ervin,,Seed,"Advertising, Health Care, Commercial",,United States Georgia Atlanta,,,https://investorhunt.co/investors/daley-ervin,"KNOW Foods, Verusen, Hubflo, AminoChain, Doorstep AI","Venture Capital, Strategy Operator, Growth Operator, Micro VC",investorhunt
Andreas Stavropoulos,,Series A,"Health Care, Computer Vision, Wellness",,United States California Atherton,,,https://investorhunt.co/investors/andreas-stavropoulos,"Tango, Triparound, Forward Networks, Inc., Meetup, Superfish","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Deep Nishar,,Seed,"Clean Tech, Health Care, High-growth Startups",,United States California Mountain View,,,https://investorhunt.co/investors/deep-nishar,"ElevateBio, Adku, Coalition, Post Intelligence, Vianai","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Ziv Reichert,,"Seed, Early Stage Venture, Series A","Health Care, Mobility, E-commerce",,United Kingdom England London,,,https://investorhunt.co/investors/ziv-reichert,"FoondaMate, 100ms","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Bob Williams,,"Seed, Series B, Series A","Health Care, E-commerce, Cybersecurity",,United States California Menlo Park,,,https://investorhunt.co/investors/bob-williams,"Snooth Media, NanoGram, Code Green Networks, NeoPhotonics, Perygee, Strike Ready, Anzenna, Conveyor, Binarly.","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Tyler Steed,,"Seed, Early Stage Venture","Health Care, Emerging Technology, Digital Services",,United States District of Columbia Washington,,,https://investorhunt.co/investors/tyler-steed,RADICL,"Venture Capital, Private Equity Firm, Investor",investorhunt
Heath Butler,,"Seed, Early Stage Venture","Health Care, Talent Management, Data Science",,United States Texas Houston,,,https://investorhunt.co/investors/heath-butler,"WizeHire, SmartAC.com, Profitr, Medefy Health, Astronaut","Venture Capital, Incubator, Private Equity Firm, Investor",investorhunt
James Haddaway,,,"Health Care, E-commerce, Consumer Goods",,United States Texas Fort Worth,,,https://investorhunt.co/investors/james-h,"Pavise Capital Management, Lovesac, Pipedrive, 1-Page, Amrit Advanced Biotech",Private Equity Firm,investorhunt
Jeff Lipp,,"Seed, Early Stage Venture","Health Care, E-commerce, Wellness",,United States California Los Angeles,,,https://investorhunt.co/investors/jeff-lipp,"TidePool, Heartland Payment Systems, First Data Corporation","Venture Capital, Incubator, Accelerator, Private Equity Firm, Angel/Individual, Venture Debt, Micro VC",investorhunt
Dylan Reid,,"Seed, Early Stage Venture","Health Care, Data Integration, Data Science",,United States California San Francisco,,,https://investorhunt.co/investors/dylan-reid,"Verusen, Nabla Bio, Elementary Robotics, Fox Robotics, Boltz","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Matt Miller,,Series B,"Health Care, Wearables, Email",,United States California San Francisco,,,https://investorhunt.co/investors/matt-miller,"Compound Finance, HireVue, SimpliSafe, ArcLight Capital Partners, ArcLight Capital Partners, LLC","Venture Capital, Angel/Individual, Investor",investorhunt
Will Herman,,"Seed, Early Stage Venture","Advertising, Health Care, Remote Work Tech",,United States Massachusetts Boston,,,https://investorhunt.co/investors/will-herman,"Pristēm, EverTrue, Bolt, Kinvey, DipJar","Venture Capital, Angel/Individual, Investment Partner",investorhunt
Mahesh C,,Seed,"Advertising, Health Care, Digital Services",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/mahesh-c,Taodyne,"Angel/Individual, Finance Operator",investorhunt
Josh Elman,,"Seed, Pre-Seed, Early Stage Venture, Series A","Advertising, Local Commerce, Health Care",,United States California San Francisco,,,https://investorhunt.co/investors/josh-elman,"Hipset, Koji, Freshplum, Betable, Tracks.by","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Sikender Khan,,"Seed, Series A","Clean Tech, Health Care, Autonomous Vehicles",,Canada Ontario Ottawa,,,https://investorhunt.co/investors/sikender-khan,Udug Limited,"Venture Capital, Private Equity Firm, Investor",investorhunt
Arie Abecassis,,Early Stage Venture,"Advertising, Health Care, High-growth Startups",,United States New York White Plains,,,https://investorhunt.co/investors/arie-abecassis,"The Athletic, SeatGeek, Myndlift, Adaptly, Flux Protocol","Venture Capital, Entrepreneurship Program, Accelerator, Private Equity Firm, Angel/Individual, Investor",investorhunt
Jan Bouten,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Autonomous Vehicles, High-growth Startups",,United States Texas Austin,,,https://investorhunt.co/investors/jan-bouten,"otto by DEVCON, Restore Medical Solutions, Entac Medical, AgriSync, LawnTap","Venture Capital, Advisor, Government Office, Private Equity Firm, Micro VC, Investor",investorhunt
Raymond Tonsing,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, Remote Work Tech, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/raymond-tonsing,"Parse, Bitwise Asset Management, Opendoor, Nuzzel, Exec","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Dylan Field,,"Seed, Pre-Seed","Advertising, Health Care, Data Integration",,United States California Penngrove,,,https://investorhunt.co/investors/dylan-field,"Linear, On Deck, OpenSea, Census, Reduct",Angel/Individual,investorhunt
Christophe Raynaud,,Seed,"Health Care, E-commerce, Accounting",,France Île-de-France Paris,,,https://investorhunt.co/investors/christophe-raynaud,"Opal, Koyeb, Tripndrive, Storetail, DataDome","Venture Capital, Founder, Private Equity Firm, Finance Operator, Investor",investorhunt
John Kim,,,"Health Care, Research and Development, Drug Discovery",,United States New York New York City,,,https://investorhunt.co/investors/john-kim,"Alyce, Empathy, Prosimo.io, BrightInsight, Cityblock Health","Venture Capital, Private Equity Firm",investorhunt
Krzysztof Belech,,Early Stage Venture,"Health Care, Telecommunications, Customer Service",,Poland Lesser Poland Voivodeship,,,https://investorhunt.co/investors/krzysztof-belech,"PeekQuick, Coolomat sp. Z oo, Synerise, WeGirls, EGZOTech","Venture Capital, Incubator, Accelerator, Private Equity Firm, Micro VC",investorhunt
Ravi Singh,,Seed,"Health Care, Wearables, Hospitals",,United States Connecticut Stamford,,,https://investorhunt.co/investors/ravi-singh,"Wearsafe Labs, ORIX Corporation USA, Trumid, Credit Suisse Asset Management","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Yuechen Zhao,,Series A,"Health Care, Wearables, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/yuechen-zhao,"Nium, Glimpse, Plus, Alpha Medical, Nimble Robotics","Venture Capital, Entrepreneurship Program, Private Equity Firm",investorhunt
Neil Callahan,,,"Advertising, Health Care, Data Integration",,United States New York New York City,,,https://investorhunt.co/investors/neil-callahan,"Bizzabo, Tailwind, r4 Technologies, Counsyl, Webgility","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Kyle Betty,,Seed,"Health Care, Talent Management, Telecommunications",,United States Massachusetts Boston,,,https://investorhunt.co/investors/kyle-betty,"Good Sports, Inc.","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Dana Wright,,,"Health Care, Hospitals, E-commerce",,United States Texas Austin,,,https://investorhunt.co/investors/dana-wright,"Vantage Point, ChefHero, Eta Vision, LogicGate, Music Audience Exchange","Angel/Individual, Micro VC, Investment Partner",investorhunt
Matthew Garff,,,"Health Care, Telecommunications, Hospitals",,United States California Los Angeles,,,https://investorhunt.co/investors/matthew-garff,"Profind, Cybiko","Venture Capital, Private Equity Firm",investorhunt
Paul Weiss,,Early Stage Venture,"Patient Care, Health Care, Hospitals",,United States Wisconsin Madison,,,https://investorhunt.co/investors/paul-weiss,"EnsoData, HistoSonics, Eximis Surgical, Health Scholars, SkySpecs","Venture Capital, Private Equity Firm",investorhunt
Michelle Deaker,,,"Health Care, Autonomous Vehicles, E-commerce",,Australia New South Wales Sydney,,,https://investorhunt.co/investors/michelle-deaker,"Employment Hero, Phocas, Zoomo, Shippit, Kira Biotech","Venture Capital, Private Equity Firm",investorhunt
Tamer Hassanein,,,"Health Care, Telecommunications, Autonomous Vehicles",,United States Texas Austin,,,https://investorhunt.co/investors/tamer-hassanein,"AdStage, Affordable Luxury Network, Chirpme, Cloudera, Connected Data","Venture Capital, Micro VC",investorhunt
Jack Pearson,,"Seed, Pre-Seed","Advertising, Health Care, Customer Service",,United States Illinois Chicago,,,https://investorhunt.co/investors/jack-pearson,"Uber, Iron Fish, Postmates, FundersClub, Gameto","Venture Capital, Design Operator, Entrepreneurship Program, Founder, Angel/Individual, Investment Partner, Investor",investorhunt
Paul Daccus,,,"Health Care, Telecommunications, Hospitals",,United Kingdom England Greater London,,,https://investorhunt.co/investors/paul-daccus,"Profind, Cybiko, Deloitte, Arthur Andersen","Venture Capital, Private Equity Firm",investorhunt
Paul Grossinger,,Seed,"Health Care, Talent Management, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/paul-grossinger,"uSTADIUM, SELECT, Quvy.com","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Adam Koppel,,Seed,"Health Care, Talent Management, Telecommunications",,United States Massachusetts Wellesley,,,https://investorhunt.co/investors/adam-koppel,"Aptinyx, Synapticure, Cerevel Therapeutics, ViaCyte, InflaRx","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Marc Magna,,Early Stage Venture,"Industrial Energy Efficiency, Clean Tech, Health Care",,United States Connecticut Norwalk,,,https://investorhunt.co/investors/marc-la-magna,"Global BioDiagnostics, Morgan Solar, PureNodal, XANT, InvenTrust","Venture Capital, Private Equity Firm",investorhunt
Hasan Aslanoba,,,"Health Care, Wearables, E-commerce",,Turkey Istanbul Province Istanbul,,,https://investorhunt.co/investors/hasan-aslanoba,"Colendi, Modacruz, BuldumBuldum.com, Carbon Health, Tala","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Alain Denis,,,"Clean Tech, Health Care, Research and Development",,Canada Quebec Laval,,,https://investorhunt.co/investors/alain-denis-mba-icd,"Microbrasserie Le Bockale inc, Noviflow, Préverco inc, Joseph Ribkoff Inc., AddÉnergie","Venture Capital, Incubator, Accelerator, Private Equity Firm, Venture Debt",investorhunt
Rob Sprawson,,"Seed, Series A","Health Care, Wearables, Genetics",,United Kingdom England Cambridge,,,https://investorhunt.co/investors/rob-sprawson,"Cytora, PragmatIC Semiconductor, Sense Biodetection, Seldon, Undo","Venture Capital, Accelerator, Private Equity Firm, Finance Operator, Investor",investorhunt
Daniel Geballe,,,"Clean Tech, Health Care, High-growth Startups",,United States California San Francisco,,,https://investorhunt.co/investors/daniel-geballe,"SchooLinks, Interplay Learning, Terabase Energy, Perishable Shipping Solutions, mPulse Mobile","Venture Capital, Private Equity Firm",investorhunt
Jordan Walton,,,"Advertising, Health Care, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/jordan-walton,"Dentive, Corcentric, Accellion, membersy, Congruity360","Venture Capital, Private Equity Firm, Venture Debt, Investment Partner",investorhunt
Tom Davidson,,Seed,"Health Care, Wellness, Investment Management",,United States District of Columbia Washington,,,https://investorhunt.co/investors/tom-davidson,SocialRadar,"Entrepreneurship Program, Angel/Individual, Micro VC",investorhunt
Anurag Ramdasan,,"Seed, Early Stage Venture, Series A","Health Care, DeepTech, Wellness",,India Maharashtra Mumbai,,,https://investorhunt.co/investors/anurag-ramdasan,"Dhan, Everstage, WeRize, Ripplr, Kuku FM","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Marc Weiser,,Seed,"Health Care, Wearables, Wellness",,United States Michigan Ann Arbor,,,https://investorhunt.co/investors/marc-weiser,"First Dollar, Mojo Motors, Kabongo, BountyJobs, Automatic","Venture Capital, Angel/Individual, Investment Partner, Investor",investorhunt
Eric Doolittle,,,"Health Care, Data Integration, Email",,United States California San Francisco,,,https://investorhunt.co/investors/eric-doolittle,"SolarWinds, Zipari, Venafi, K2, Syntellis Performance Solutions","Venture Capital, Investment Bank, Private Equity Firm",investorhunt
Venkatesh Peddi,,Early Stage Venture,"Health Care, Wearables, Email",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/venkatesh-peddi,"Uniphore, SquadStack, Aether Biomedical, CreditMantri, cure.fit","Venture Capital, Corporate Venture Capital, Private Equity Firm, Micro VC",investorhunt
Philip Meicler,,,"Health Care, Talent Management, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/philip-meicler,"Hudl, BioCatch, A Cloud Guru","Venture Capital, Private Equity Firm, Investment Partner",investorhunt
Wayne Boulais,,"Seed, Early Stage Venture","Health Care, E-commerce, Cybersecurity",,United States Massachusetts Boston,,,https://investorhunt.co/investors/wayne-boulais,"Visibly, Tastebud","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
